FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,building,building:levels,contact:phone,contact:website,name,opening_hours,phone,roof:shape,shop,website,wheelchair,osm_id,osm_type,editlink,tutoriallink,toilets:wheelchair,check_date:opening_hours,roof:levels,clothes,operator,url,addr:country,image,wikimedia_commons,source,branch,disused:name,payment:cash,payment:credit_cards,payment:gift_card,payment:girocard,short_name,second_hand,building:levels:underground,email,fax,addr:place,roof:colour,surveillance,source:addr,source:geometry,check_date,ref:vatin,indoor,level,room,building:part,wheelchair:description,organic,payment:coins,payment:debit_cards,payment:electronic_purses,payment:maestro,payment:mastercard,payment:notes,payment:telephone_cards,payment:visa,old_name,last_checked,ref:shop:num,lastcheck,roof:orientation,karlsruhe:das_fest,reoccurence,temporary_amenity,watch:slowrider,addr:suburb,last_check,not:brand:wikidata,alt_name,name:de,closed:amenity,craft,old_name2,amenity,contact:facebook,contact:instagram,cuisine,man_made,update,wheelchair:step_height,office,note,contact:email,addr:housename,designation,entrance,internet_access,internet_access:fee,wikidata,wikipedia,dog,layer,old_name1,ref,changing_table,changing_table:location,outdoor_seating,fixme,description,opening_hours:signed,closed:name,closed:shop,start_date,mobile,name:en,currency:eur,stroller,closed:website,air_conditioning,payment:american_express,payment:contactless,abandoned:shop,addr:floor,payment:cards,contact:mobile,reservation
OSM_MRN_shop_clothes_4326_Point.167,POINT (8.4261434 49.347606),,,,,,,,,,,,Kick,,,,clothes,,yes,1367753853,node,https://www.openstreetmap.org/node/1367753853,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.168,POINT (8.5675389 49.6528174),,,,,s.Oliver,Q265056,en:S.Oliver,,,,,s.Oliver,,,,clothes,,,1368180243,node,https://www.openstreetmap.org/node/1368180243,https://learnosm.org/de/beginner/,,,,,,,,,,,Fashion Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.169,POINT (8.826569 49.5713478),,55,,Ludwigstraße,,,,,,,,mode-team schäfer,,,,clothes,www.modeteam-schaefer.de,,1378441235,node,https://www.openstreetmap.org/node/1378441235,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.170,POINT (8.6786024 49.3863177),Heidelberg,23,69126,Im Bosseldorn,,,,,,,,The Rock Shop,Mo-Fr 13:00-18:00; Sa 13:00-16:00,,,clothes,https://www.therockshop.de,,1426035596,node,https://www.openstreetmap.org/node/1426035596,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.171,POINT (8.46657 49.4901013),,,,,,,,,,,,Storrium,,+49 176 75680294,,clothes,https://www.storrium.de,,1435345664,node,https://www.openstreetmap.org/node/1435345664,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,info@storrium.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.172,POINT (8.4712642 49.4855048),,,,,Hugo Boss,Q491627,en:Hugo Boss,,,,,Hugo Boss,Mo-Sa 10:00-20:00,+49 621 1670801,,clothes,https://www.hugoboss.com/,yes,1451016891,node,https://www.openstreetmap.org/node/1451016891,https://learnosm.org/de/beginner/,,2023-08-19,,,,,,https://commons.wikimedia.org/wiki/File:Hugo_Boss_Mannheim_O7.jpg,,,,,,,,,Boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.173,POINT (8.2433129 49.3490689),,,,,KiK,Q883965,en:KiK,,,,,KiK,,,,clothes,,limited,1457339727,node,https://www.openstreetmap.org/node/1457339727,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.174,POINT (8.2432359 49.3487287),,,,,Takko,Q1371302,de:Takko,,,,,Takko,,,,clothes,,yes,1457339743,node,https://www.openstreetmap.org/node/1457339743,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,Vögele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takko Fashion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.175,POINT (8.7357838 49.2847977),,,,,,,,,,,,Stadter Mode,Mo-Fr 10:00-19:00; Sa 10:00-16:00,+49 6222 73049,,clothes,https://www.stadter-mode.de/,,1476243016,node,https://www.openstreetmap.org/node/1476243016,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.176,POINT (8.140095 49.3517516),,,,,,,,,,,,Modehaus Jacob,,,,clothes,https://www.modehaus-jacob.de/,yes,1493048567,node,https://www.openstreetmap.org/node/1493048567,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.177,POINT (8.13639 49.3532734),Neustadt an der Weinstraße,8,67433,Marktplatz,,,,,,,,Modehaus Schmitt - Herrenbekleidung,,+49 6321 32673,,clothes,http://www.mode-schmitt.de,yes,1496398885,node,https://www.openstreetmap.org/node/1496398885,https://learnosm.org/de/beginner/,no,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.178,POINT (8.5245891 49.4347724),Mannheim,24/26,68219,Neuhofer Straße,NKD,Q927272,de:NKD,,,,,NKD,,,,clothes,,yes,1509915615,node,https://www.openstreetmap.org/node/1509915615,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.179,POINT (8.6968887 49.4102561),,,,,,,,,,,,Jack & Jones,,,,clothes,,,1537481639,node,https://www.openstreetmap.org/node/1537481639,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.180,POINT (8.6956528 49.4102237),,,,,,,,,,,,Rituals,,,,clothes,,yes,1537481721,node,https://www.openstreetmap.org/node/1537481721,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.181,POINT (8.6988821 49.4105992),,,,,Betty Barclay,Q850250,de:Betty Barclay,,,,,Betty Barclay,Mo-Sa 10:00-18:30,,,clothes,,limited,1539699636,node,https://www.openstreetmap.org/node/1539699636,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-29,,,,,,,,,,,,,,,,Hallhuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.182,POINT (8.7013955 49.4109865),,,,,,,,,,,,Olymp,Mo-Sa 10:00-19:00,+49 6221 6514443,,clothes,https://www.olymp.com/,yes,1539714544,node,https://www.openstreetmap.org/node/1539714544,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-18,,,,,,,,,,,,,,,,Lavazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.183,POINT (8.7076145 49.4116951),,,,,,,,,,,,I Am - Designmanufaktur,Mo-Sa 10:00-19:00,+49 6221 6555055,,clothes,http://www.i-am-hd.de/,limited,1539815134,node,https://www.openstreetmap.org/node/1539815134,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.184,POINT (8.475716 49.4800646),,,,,,,,,,,,Boutique Jasmin,"Mo-Fr 10:15-13:00;Mo,Tu,Th,Fr 15:00-18:00",+49 621 443888,,clothes,,limited,1543092633,node,https://www.openstreetmap.org/node/1543092633,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.185,POINT (8.4707543 49.4826458),,,,,,,,,,,,2nd hand exclusiv,,,,clothes,,,1545948647,node,https://www.openstreetmap.org/node/1545948647,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.186,POINT (8.4733005 49.4836141),,,,,,,,,,,,Kuhn Maßkonfektion,Mo-Fr 10:00-19:00; Sa 10:00-16:00,+49 621 24617,,clothes,https://www.kuhn-masskonfektion.com/filialen/mannheim.html,yes,1546019339,node,https://www.openstreetmap.org/node/1546019339,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Kuhn_Ma%C3%9Fschneiderei.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,tailor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.187,POINT (8.60398 49.5079829),,,,,,,,,,,,KiK Textilien,Mo-Fr 9:00-18:30;Sa 9:00-15:00,,,clothes,https://www.kik.de/filialfinder/6928/Heddesheim/Muckensturmer-Stra%C3%9Fe_2,yes,1546357004,node,https://www.openstreetmap.org/node/1546357004,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.188,POINT (8.4728789 49.4853197),,,,,,,,,,,,ONYGO,Mo-Sa 10:00-20:00; PH off,,,clothes,https://www.onygo.com/storedetails?sid=YDE26,yes,1547556149,node,https://www.openstreetmap.org/node/1547556149,https://learnosm.org/de/beginner/,,2023-08-19,,,,,,https://commons.wikimedia.org/wiki/File:Rosenthal_Studio-Haus_Mannheim_%C3%96va-Passage.jpg,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenthal Studio-Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.189,POINT (8.4726486 49.4854401),,,,,,,,,,,,Levis,,,,clothes,,yes,1547603946,node,https://www.openstreetmap.org/node/1547603946,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.190,POINT (8.4713535 49.4859217),,,,,Calzedonia,Q1027874,en:Calzedonia,,,,,Calzedonia,,,,clothes,,yes,1547761033,node,https://www.openstreetmap.org/node/1547761033,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.191,POINT (8.4732748 49.4857815),,,,,,,,,,,,Vertigo Möbel u. Mode,,,,clothes,,limited,1553642717,node,https://www.openstreetmap.org/node/1553642717,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Vertigo_M%C3%B6bel_u._Mode_Mannheim_P7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.192,POINT (8.4668541 49.48873),,3,,,,,,,,,,Bi-Ba,,,,clothes,,limited,1554359415,node,https://www.openstreetmap.org/node/1554359415,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.193,POINT (8.4670294 49.4888685),,4a,,,,,,,,,,Waffleria,Mo-Th 11:00-21:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,,,clothes,https://waffleriacafe.com/,limited,1554364114,node,https://www.openstreetmap.org/node/1554364114,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,info@waffleriacafe.com,,F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,waffleriacafe,waffleriacafe,cake;coffee_shop;savory_pancakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.194,POINT (8.4677003 49.4891326),,,,,Hunkemöller,Q2604175,en:Hunkemöller,,,+49 621 17895151,https://hunkemoller.de,Hunkemöller,Mo-Fr 10:00-20:00,,,clothes,,limited,1554383181,node,https://www.openstreetmap.org/node/1554383181,https://learnosm.org/de/beginner/,,,,underwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.195,POINT (8.468445 49.4899401),,,,,,,,,,,,Project 11,Mo-Sa 10:00-20:00,,,clothes,,yes,1554431727,node,https://www.openstreetmap.org/node/1554431727,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Projekt11_Mannheim_Breite_Stra%C3%9Fe_S1.jpg,,,,,,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.196,POINT (8.4697932 49.4893365),,,,,,,,,,,,City Lagerverkauf,Mo-Fr 13:00-18:00; Sa 10:00-15:00,,,clothes,,,1554556990,node,https://www.openstreetmap.org/node/1554556990,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:City_Lagerverkauf_Mannheim_S2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.197,POINT (8.4683697 49.4887035),,,,,,,,,,,,Sibel Braut & Style,Mo-Sa 10:00-19:00,+49 621 43999900,,clothes,https://www.sibel-brautmoden.de/,yes,1555941571,node,https://www.openstreetmap.org/node/1555941571,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.198,POINT (8.468237 49.4885608),,,,,,,,,,,,Antekima Damenmode,Mo-Fr 11:00-18:30; Sa 10:00-15:00,+49 621 106938,,clothes,http://www.antekima.de/,yes,1555949273,node,https://www.openstreetmap.org/node/1555949273,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Antekima_Damenmode.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.199,POINT (8.4671316 49.4852424),,,,,,,,,,,,Textilgroßhandel Ludwig Weyer,,,,clothes,,,1557325788,node,https://www.openstreetmap.org/node/1557325788,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.200,POINT (8.4783285 49.4837671),,,,,,,,,,,,Not The Same,,,,clothes,https://notthesame-ma.com/,,1558411459,node,https://www.openstreetmap.org/node/1558411459,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Makassar_Mannheim-Oststadt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.201,POINT (8.3529734 49.581594),Bobenheim-Roxheim,2,67240,Südring,Modepark Röther,Q19296579,de:Modepark Röther,,,,,Modepark Röther,Mo-Sa 09:00-20:00,,,clothes,,yes,1564395264,node,https://www.openstreetmap.org/node/1564395264,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.202,POINT (8.4718225 49.4852924),,,,,H&M,Q188326,en:H&M,,,,,H&M,Mo-Sa 10:00-20:00,+49-91140094200,,clothes,http://www.hm.com/de/store-locator,yes,1565664012,node,https://www.openstreetmap.org/node/1565664012,https://learnosm.org/de/beginner/,,2024-02-05,,,,,,https://commons.wikimedia.org/wiki/File:H%26M_Mannheim_O7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.203,POINT (8.4719205 49.4852551),,,,,Jack Jones,,,,,,,Jack Jones,Mo-Sa 10:00-20:00,+49 6211789410,,clothes,http://jackandjones.de,limited,1565664015,node,https://www.openstreetmap.org/node/1565664015,https://learnosm.org/de/beginner/,,2024-02-05,,,,,,https://commons.wikimedia.org/wiki/File:Jacl_Jones_Mannheim_O7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,erster Stock ohne Stufen,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.204,POINT (8.4721166 49.4851805),,,,,New Yorker,Q706421,en:New Yorker (clothing),,,,,New Yorker,10:00-20:00,,,clothes,http://www.newyorker.de/,yes,1565664056,node,https://www.openstreetmap.org/node/1565664056,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:NewYorker_Mannheim_O7.jpg,,,,,,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.205,POINT (8.4720186 49.4852178),,,,,Vero Moda,Q640418,da:Vero Moda,,,,,Vero Moda,Mo-Sa 10:00-20:00,,,clothes,,limited,1565664167,node,https://www.openstreetmap.org/node/1565664167,https://learnosm.org/de/beginner/,,2023-08-19,,women,,,,https://commons.wikimedia.org/wiki/File:O2_Mannheim_O7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,erster Stock ohne Stufen,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.206,POINT (8.471671 49.4853805),,,,,Camp David,Q50540636,en:Camp David (fashion),,,,,Camp David,"Mo-Sa 10:00-20:00; Su,PH off",+49 621 17877766,,clothes,,yes,1565664174,node,https://www.openstreetmap.org/node/1565664174,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WMF Filiale Mannheim,,,,,,,,,,2020-04-27,,,,,,Promod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.207,POINT (8.4708087 49.4849916),,,,,,,,,,,,ODLO Store Mannheim,Mo-Sa 11:00-19:00,+49 621 12268886,,clothes,https://www.odlo.com/de/,no,1565771793,node,https://www.openstreetmap.org/node/1565771793,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:ODLO_Mannheim_O7.jpg,,,,,,,,,,,,mannheim@odloshop.de,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.208,POINT (8.4722838 49.4844304),,,,,,,,,,,,Second hand shop,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,clothes,,,1565977174,node,https://www.openstreetmap.org/node/1565977174,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Ulla_Popken_Mannheim_O7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.209,POINT (8.4687066 49.491902),,,,,,,,,,,,Dilek Brautmode,,,,clothes,,,1568035464,node,https://www.openstreetmap.org/node/1568035464,https://learnosm.org/de/beginner/,,,,wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.210,POINT (8.4695031 49.4924792),,,,,,,,,,,,Lemis Modehaus,,,,clothes,http://lemis-modehaus.de/,,1568905444,node,https://www.openstreetmap.org/node/1568905444,https://learnosm.org/de/beginner/,,,,,Mo-Sa: 10:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.211,POINT (8.4702038 49.4919171),,,,,Zeeman,Q184399,en:Zeeman (store),,,,,Zeeman,Mo 09:00-17:00; Tu-Fr 09:00-19:00,,,clothes,https://www.zeeman.com/,yes,1574119534,node,https://www.openstreetmap.org/node/1574119534,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Zeeman_Mannheim_U1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budo SPORT - Firnessnahrung,,,,,,,,,,2018-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.212,POINT (8.5735281 49.4475577),,,,,,,,,,,,L&S Lauf- und Sport Shop,,,,clothes,,,1574633322,node,https://www.openstreetmap.org/node/1574633322,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/laufundsportshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.213,POINT (8.5636495 49.4664389),,,,,,,,,,,,Living2,"Mo-Fr 09:30-13:00,14:30-18:30; Sa 09:30-13:00",+49 621 4819328,,clothes,http://atelierhof113.de/living.html,limited,1582734578,node,https://www.openstreetmap.org/node/1582734578,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,livingbw@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.214,POINT (8.5176975 49.5111921),,,,,,,,,,,,Die Jeans-Kiste,Mo-Fr 9:30-18:15;Sa 9:30-13:00,,,clothes,,yes,1589768846,node,https://www.openstreetmap.org/node/1589768846,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Die_Jeans-Kiste_Mannheim-K%C3%A4fertal.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.215,POINT (8.517801 49.5129054),,,,,,,,,,,,Boutique Nicole,"Tu,Th,Fr 10:00-13:00, 15:00-18:00;We,Sa 10:00-12:00",,,clothes,,no,1589820060,node,https://www.openstreetmap.org/node/1589820060,https://learnosm.org/de/beginner/,,,,,,,,https://commons.wikimedia.org/wiki/File:Boutique_Nicole_Mannheim-K%C3%A4fertal.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_clothes_4326_Point.216,POINT (8.4947707 49.4533434),,,,,,,,,,,,Quelle Shop mit Postargentur,,,,clothes,,limited,1596586135,node,https://www.openstreetmap.org/node/1596586135,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
